price,bed,bath,sqft,type,yearbuilt,parking,heating,cooling,area
"$1,796,124",5,null,null,Single Family,1948,1 space,No Data,No Data,San Francisco
"$1,396,000",2,null,null,Condo,2020,No Data,No Data,No Data,San Francisco
"$1,898,000",4,null,null,Single Family,1931,Attached Garage,Forced air,Central,San Francisco
"$1,695,000",--,null,null,Multi Family,1945,On street,Other,No Data,San Francisco
"$1,650,000",3,null,null,Single Family,1938,Attached Garage,Forced air,Central,San Francisco
"$1,500,000",--,null,null,Multi Family,1908,Carport,No Data,None,San Francisco
"$988,000",2,2,"1,148",Single Family,1951,1 space,Forced air,Central,San Francisco
"$1,473,388",--,null,null,Single Family,1939,No Data,No Data,No Data,San Francisco
"$1,500,000",3,2,"1,292",Single Family,1940,1 space,Other,Other,San Francisco
"$1,695,000",4,null,null,Single Family,1945,Attached Garage,Forced air,Central,San Francisco
"$1,995,000",2,2,"1,836",Single Family,1923,1 space,Forced air,Central,San Francisco
"$3,495,000",--,null,null,Multi Family,1905,No Data,No Data,No Data,San Francisco
"$1,695,000",3,null,null,Condo,1925,Attached Garage,Gas,No Data,San Francisco
"$2,365,000",8,3,"2,920",Single Family,1904,No Data,No Data,No Data,San Francisco
"$3,749,000",4,null,null,Single Family,1900,2 spaces,Forced air,Central,San Francisco
"$1,495,000",3,2,"1,441",Condo,2003,1 space,Gas,No Data,San Francisco
"$1,650,000",4,null,null,Multi Family,1892,No Data,No Data,No Data,San Francisco
"$1,095,000",2,null,null,Condo,1990,No Data,Baseboard,No Data,San Francisco
"$1,995,000",6,null,null,Multi Family,1904,No Data,No Data,No Data,San Francisco
"$1,399,000",2,2,"1,350",Single Family,1908,None,Forced air,Central,San Francisco
"$4,650,000",10,3,"5,734",Single Family,1904,No Data,No Data,None,San Francisco
"$1,395,000",2,null,null,Condo,1996,Attached Garage,No Data,Wall,San Francisco
"$2,649,000",3,null,null,Single Family,1900,1 space,Forced air,Central,San Francisco
"$1,895,000",6,null,null,Multi Family,1900,1 space,No Data,No Data,San Francisco
"$3,995,000",5,null,null,Single Family,1900,No Data,Forced air,Central,San Francisco
"$1,495,000",2,null,null,Condo,1982,1 space,Forced air,Central,San Francisco
"$1,895,000",4,null,null,Multi Family,1900,Attached Garage,No Data,No Data,San Francisco
"$1,175,000",2,null,null,Condo,1923,Attached Garage,Gas,No Data,San Francisco
"$1,695,000",3,null,null,Condo,1979,1 space,Forced air,Central,San Francisco
"$799,000",1,1,--,Condo,1986,No Data,Baseboard,No Data,San Francisco
"$4,599,000",--,null,null,Multi Family,1900,No Data,Gas,None,San Francisco
"$1,945,000",3,null,null,Condo,1927,No Data,Forced air,Central,San Francisco
"$1,695,000",3,null,null,Condo,1925,Attached Garage,Gas,No Data,San Francisco
"$899,000",1,null,null,Condo,1900,1 space,Forced air,Central,San Francisco
"$1,395,000",3,null,null,Condo,1890,No Data,Forced air,Central,San Francisco
"$4,198,000",4,null,null,Single Family,No Data,2 spaces,Forced air,Central,San Francisco
"$1,275,000",2,null,null,Condo,1922,No Data,Forced air,Central,San Francisco
"$1,995,000",3,2,"2,005",Condo,1904,1 space,Forced air,Central,San Francisco
"$4,250,000",9,null,null,Multi Family,1908,No Data,Gas,Wall,San Francisco
"$899,000",2,1,903,Condo,1996,No Data,"Electric, Gas",None,San Francisco
"$869,000",1,null,null,Condo,1909,None,Forced air,Central,San Francisco
"$21,800,000",9,8,"18,788",Single Family,1904,6 spaces,No Data,No Data,San Francisco
"$1,595,000",2,2,"1,545",Condo,1951,No Data,Forced air,Central,San Francisco
"$5,950,000",6,null,null,Multi Family,1926,Attached Garage,No Data,No Data,San Francisco
"$3,455,000",3,null,null,Condo,1926,No Data,No Data,No Data,San Francisco
"$8,995,000",6,null,null,Single Family,1910,Attached Garage,Forced air,Central,San Francisco
"$1,995,000",--,null,null,Multi Family,1908,Attached Garage,No Data,No Data,San Francisco
"$4,250,000",--,null,null,Multi Family,No Data,No Data,No Data,No Data,San Francisco
"$2,650,000",--,null,null,Multi Family,1910,No Data,No Data,No Data,San Francisco
"$2,894,000",--,null,null,Multi Family,1914,No Data,Forced air,Central,San Francisco
"$3,495,000",4,null,null,Condo,1912,No Data,Forced air,Central,San Francisco
"$5,449,000",--,null,null,Multi Family,1921,Off street,No Data,No Data,San Francisco
"$1,995,000",4,null,null,Single Family,1908,Attached Garage,No Data,No Data,San Francisco
"$2,440,620",5,null,null,Single Family,1913,No Data,No Data,No Data,San Francisco
"$2,495,000",3,null,null,Condo,1926,Attached Garage,Forced air,Central,San Francisco
"$795,000",1,1,647,Condo,2002,1 space,Forced air,No Data,San Francisco
"$2,250,000",3,null,null,Condo,1911,Attached Garage,Gas,No Data,San Francisco
"$2,850,000",4,3,"2,583",Condo,2000,2 spaces,Radiant,None,San Francisco
"$8,795,000",10,null,null,Multi Family,1911,Attached Garage,No Data,No Data,San Francisco
"$13,750,000",7,6,"4,775",Single Family,1912,No Data,No Data,No Data,San Francisco
"$2,675,000",3,2,"1,950",Condo,1917,1 space,Forced air,Central,San Francisco
"$1,950,000",5,null,null,Condo,2002,1 space,No Data,No Data,San Francisco
"$1,995,000",2,null,null,Condo,1911,"None, Attached Garage",Gas,No Data,San Francisco
"$1,465,000",3,null,null,Condo,1914,None,Forced air,Central,San Francisco
"$5,200,000",4,null,null,Condo,1904,No Data,Radiant,None,San Francisco
"$2,295,000",4,null,null,Single Family,1939,1 space,Gas,No Data,San Francisco
"$2,380,000",4,null,null,Single Family,1923,Attached Garage,Forced air,Central,San Francisco
"$2,950,000",5,null,null,Multi Family,1924,Attached Garage,Forced air,Central,San Francisco
"$4,250,000",--,null,null,Multi Family,1921,4 spaces,No Data,No Data,San Francisco
"$2,100,000",5,null,null,Multi Family,1917,No Data,No Data,No Data,San Francisco
"$1,295,000",3,null,null,Condo,2006,No Data,Forced air,Central,San Francisco
"$2,290,000",4,null,null,Condo,No Data,No Data,Forced air,Central,San Francisco
"$1,999,000",--,null,null,Multi Family,1947,2 spaces,Forced air,Central,San Francisco
"$2,500,000",--,null,null,Multi Family,1961,5 spaces,Forced air,Central,San Francisco
"$1,595,000",5,null,null,Single Family,1922,No Data,Forced air,Central,San Francisco
"$995,000",6,null,null,Multi Family,1957,2 spaces,No Data,No Data,San Francisco
"$1,149,000",2,null,null,Condo,1921,1 space,Forced air,Central,San Francisco
"$925,000",2,null,null,Condo,No Data,None,Forced air,Central,San Francisco
"$2,595,000",4,null,null,Single Family,1924,No Data,Forced air,Central,San Francisco
"$1,230,000",3,null,null,Condo,2005,Attached Garage,Forced air,Central,San Francisco
"$1,495,000",4,null,null,Single Family,1916,Detached Garage,Forced air,Central,San Francisco
"$4,080,000",3,null,null,Single Family,1912,Attached Garage,Forced air,Central,San Francisco
"$998,000",2,2,"2,050",Single Family,1914,Attached Garage,No Data,No Data,San Francisco
"$3,495,000",5,5,850,Single Family,1910,1 space,Other,None,San Francisco
"$11,980,000",4,4,"3,420",Multi Family,1915,5 spaces,No Data,No Data,San Francisco
"$3,388,000",8,null,null,Multi Family,1923,Attached Garage,"Baseboard, Forced air",Central,San Francisco
"$4,995,000",6,5,"3,620",Single Family,1938,Detached Garage,Forced air,Central,San Francisco
"$1,988,000",4,3,"2,050",Single Family,1916,Attached Garage,Forced air,None,San Francisco
"$1,275,000",2,null,null,Condo,1921,No Data,No Data,No Data,San Francisco
"$2,395,000",3,null,null,Condo,2020,No Data,Forced air,Central,San Francisco
"$2,590,000",7,null,null,Multi Family,1984,Attached Garage,Forced air,Central,San Francisco
"$5,500,000",10,null,null,Multi Family,No Data,Attached Garage,No Data,No Data,San Francisco
"$2,195,000",3,null,null,Condo,2020,No Data,Forced air,Central,San Francisco
"$1,695,000",7,3,"2,983",Single Family,1925,1 space,Gas,None,San Francisco
"$2,495,000",4,null,null,Multi Family,1947,2 spaces,No Data,No Data,San Francisco
"$1,438,589",3,null,null,Single Family,1924,No Data,No Data,No Data,San Francisco
"$1,695,000",4,4,"2,330",Single Family,1931,2 spaces,No Data,No Data,San Francisco
"$2,290,000",5,null,null,Condo,1906,Attached Garage,Forced air,Central,San Francisco
"$1,760,000",--,null,null,Multi Family,1920,Attached Garage,Forced air,None,San Francisco
"$1,520,000",9,null,null,Multi Family,1948,No Data,Forced air,Central,San Francisco
"$1,088,000","3,001 sqft",null,null,null,null,null,null,null,San Francisco
"$1,389,000",3,2,"1,652",Single Family,1939,Attached Garage,Forced air,None,San Francisco
"$2,499,000",4,null,null,Single Family,1924,Attached Garage,Forced air,Central,San Francisco
"$1,200,000",3,null,null,Condo,2004,Attached Garage,No Data,No Data,San Francisco
"$1,479,092",2,1,"1,400",Single Family,1930,No Data,No Data,No Data,San Francisco
"$1,998,000","6,499 sqft",null,null,null,null,null,null,null,San Francisco
"$1,450,000",--,null,null,Multi Family,1945,Off street,No Data,No Data,San Francisco
"$1,599,000",4,null,null,Multi Family,1948,Attached Garage,No Data,No Data,San Francisco
"$1,095,000",2,1,"1,050",Single Family,1947,1 space,Gas,No Data,San Francisco
"$1,880,000",3,2,"2,295",Multi Family,1912,2 spaces,Forced air,Central,San Francisco
"$1,542,766",3,null,null,Single Family,1926,1 space,No Data,No Data,San Francisco
"$1,280,000",4,null,null,Multi Family,1945,Attached Garage,Forced air,Central,San Francisco
"$699,000",2,1,800,Single Family,1944,2 spaces,No Data,None,San Francisco
"$1,226,851",2,null,null,Single Family,1951,No Data,No Data,No Data,San Francisco
"$2,290,000",8,null,null,Multi Family,1958,No Data,No Data,No Data,San Francisco
"$1,223,038",3,1,"1,032",Single Family,1945,No Data,Forced air,Central,San Francisco
"$1,416,316",--,null,null,Single Family,1940,No Data,No Data,No Data,San Francisco
"$1,399,000",4,null,null,Multi Family,1945,Attached Garage,Forced air,Central,San Francisco
"$1,202,814",2,null,null,Single Family,1940,No Data,No Data,No Data,San Francisco
"$2,950,000",--,null,null,Multi Family,No Data,No Data,No Data,No Data,San Francisco
"$1,498,000",4,null,null,Multi Family,1947,No Data,Forced air,Central,San Francisco
"$795,000",1,null,null,Condo,1958,Attached Garage,Forced air,Central,San Francisco
"$1,495,000",3,null,null,Single Family,1940,Attached Garage,Forced air,Central,San Francisco
"$1,150,000",2,null,null,Single Family,1927,2 spaces,Forced air,Central,San Francisco
"$1,195,000",4,null,null,Single Family,1922,No Data,Forced air,Central,San Francisco
"$1,300,000",2,1,"1,110",Single Family,1946,2 spaces,Forced air,Central,San Francisco
"$1,693,000",2,2,"1,141",Condo,2020,Attached Garage,Forced air,Condo,San Francisco
"$2,500,000",2,null,null,Single Family,1926,Attached Garage,No Data,No Data,San Francisco
null,--,null,null,Single Family,1990,No Data,No Data,No Data,San Francisco
"$2,500,000",--,null,null,Multi Family,1950,No Data,Forced air,"Central, Wall",San Francisco
"$1,515,000",2,null,null,Condo,2020,Attached Garage,Forced air,Central,San Francisco
"$6,250,000",4,null,null,Single Family,1928,No Data,No Data,No Data,San Francisco
"$5,095,000",4,null,null,Multi Family,1900,No Data,No Data,No Data,San Francisco
"$5,500,000",6,null,null,Multi Family,1925,3 spaces,Forced air,Central,San Francisco
"$32,000,000",5,8,"8,630",Single Family,1920,5 spaces,"Forced air, Radiant",Central,San Francisco
"$1,095,000",1,1,988,Condo,1931,Attached Garage,No Data,No Data,San Francisco
"$2,700,000",2,null,null,Condo,2019,Attached Garage,No Data,Central,San Francisco
"$5,995,000",4,null,null,Single Family,1886,Attached Garage,Forced air,Central,San Francisco
"$4,195,000",4,4,"3,445",Single Family,1927,2 spaces,Gas,No Data,San Francisco
"$4,066,560",--,null,null,Single Family,1968,No Data,No Data,No Data,San Francisco
"$1,595,000",3,null,null,Condo,1923,1 space,Forced air,Central,San Francisco
"$1,150,000",2,null,null,Condo,1924,Attached Garage,Gas,No Data,San Francisco
"$995,000",2,null,null,Condo,1947,1 space,Radiant,No Data,San Francisco
"$3,375,000",3,null,null,Single Family,1916,1 space,Forced air,Central,San Francisco
"$13,900",3,null,null,Contact manager,Contact manager,No,Contact manager,Contact manager,San Francisco
"$4,395,000",6,5,"3,900",Multi Family,1922,2 spaces,Forced air,None,San Francisco
"$27,500,000",7,11,"16,000",Single Family,1904,No Data,No Data,No Data,San Francisco
"$1,495,000",2,2,"1,044",Condo,1994,1 space,No Data,No Data,San Francisco
"$7,800,000",5,5,"4,280",Single Family,1931,4 spaces,Forced air,Central,San Francisco
"$799,000",1,1,605,Miscellaneous,1906,1 space,"Baseboard, Wall",None,San Francisco
"$2,700,000",3,null,null,Condo,1931,No Data,No Data,No Data,San Francisco
"$4,495,000",4,null,null,Single Family,1908,No Data,"Baseboard, Forced air",Central,San Francisco
"$29,800,000",4,null,null,Single Family,2018,Attached Garage,No Data,No Data,San Francisco
"$4,998,000",5,4,"4,425",Single Family,1929,Attached Garage,No Data,Wall,San Francisco
"$1,700,000",2,3,"1,236",Condo,2007,1 space,No Data,No Data,San Francisco
"$3,245,000",4,null,null,Condo,1925,Attached Garage,Forced air,Central,San Francisco
"$1,608,000",2,2,"1,141",Condo,2019,Attached Garage,Forced air,Condo,San Francisco
"$2,595,000",4,null,null,Single Family,1922,1 space,Forced air,Central,San Francisco
"$965,000",2,2,"1,080",Condo,2020,1 space,No Data,Condo,San Francisco
"$1,199,000",3,2,"1,409",Condo,2020,No Data,No Data,Condo,San Francisco
"$975,000",2,2,"1,080",Condo,2020,No Data,No Data,Condo,San Francisco
"$966,794",--,null,null,Single Family,1941,No Data,No Data,No Data,San Francisco
null,null,null,null,null,null,null,null,null,San Francisco
"$865,000",2,2,"1,020",Condo,2020,1 space,No Data,Condo,San Francisco
"$945,000",2,2,"1,080",Condo,2020,1 space,No Data,Condo,San Francisco
"$900,000",2,2,"1,020",Condo,2020,1 space,No Data,Condo,San Francisco
"$1,567,350",3,null,null,Single Family,2006,No Data,No Data,No Data,San Francisco
"$899,000",2,2,"1,080",Condo,2020,1 space,No Data,Condo,San Francisco
"$1,342,508",4,5,"1,603",Single Family,1990,"On street, Attached Garage",No Data,No Data,San Francisco
"$1,255,000",3,2,"1,256",Condo,2020,1 space,No Data,Condo,San Francisco
"$1,013,405",--,null,null,Single Family,1950,No Data,No Data,No Data,San Francisco
"$1,005,082",--,null,null,Single Family,1925,No Data,No Data,No Data,San Francisco
"$3,351,889",--,null,null,Single Family,1926,No Data,No Data,No Data,San Francisco
"$1,475,538",3,2,"1,387",Single Family,1991,Off street,Forced air,Central,San Francisco
"$1,554,951",--,null,null,Single Family,1947,No Data,No Data,No Data,San Francisco
"$3,999,999",5,6,"4,057",Single Family,2011,Attached Garage,No Data,No Data,San Francisco
"$1,195,000",3,null,null,Single Family,1959,No Data,No Data,No Data,San Francisco
"$2,978,687",--,null,null,Single Family,1923,No Data,No Data,No Data,San Francisco
"$1,556,808",--,null,null,Single Family,1926,No Data,No Data,No Data,San Francisco
"$2,795,000",4,null,null,Single Family,1958,Attached Garage,No Data,No Data,San Francisco
"$2,878,000",4,null,null,Single Family,2007,No Data,No Data,No Data,San Francisco
"$1,436,117",--,null,null,Single Family,1959,No Data,No Data,No Data,San Francisco
"$2,950,000",4,3,"3,121",Single Family,1978,3 spaces,No Data,No Data,San Francisco
"$1,875,000",4,null,null,Single Family,1926,1 space,Forced air,Central,San Francisco
"$1,426,700",--,null,null,Single Family,1952,No Data,No Data,No Data,San Francisco
"$1,999,000",4,null,null,Single Family,1942,Attached Garage,Gas,No Data,San Francisco
"$3,295,000",5,4,"2,850",Single Family,1926,2 spaces,Forced air,Central,San Francisco
"$1,961,332",3,null,null,Single Family,1900,No Data,No Data,No Data,San Francisco
"$629,000",1,null,null,Condo,1972,No Data,No Data,No Data,San Francisco
"$1,988,000",4,null,null,Multi Family,1900,1 space,No Data,No Data,San Francisco
